Date,Open,High,Low,Close,Adj Close,Volume,FedRate,CPI,Confirmed,Deaths,Active,Ticker
2020-01-01,2.816499948501587,2.8329999446868896,2.7945001125335693,2.8329999446868896,2.8329999446868896,1182.0,1.55,258.906,1.0,1.0,0.0,HG=F
2020-01-02,2.816499948501587,2.8329999446868896,2.7945001125335693,2.8329999446868896,2.8329999446868896,1182.0,1.55,258.906,1.0,1.0,0.0,HG=F
2020-01-03,2.7934999465942383,2.7985000610351562,2.7894999980926514,2.7985000610351562,2.7985000610351562,321.0,1.55,258.906,1.0,1.0,0.0,HG=F
2020-01-04,2.7934999465942383,2.7985000610351562,2.7894999980926514,2.7985000610351562,2.7985000610351562,321.0,1.55,258.906,1.0,1.0,0.0,HG=F
2020-01-05,2.7934999465942383,2.7985000610351562,2.7894999980926514,2.7985000610351562,2.7985000610351562,321.0,1.55,258.906,1.0,1.0,0.0,HG=F
2020-01-06,2.7780001163482666,2.80049991607666,2.7780001163482666,2.80049991607666,2.80049991607666,333.0,1.55,258.906,1.0,1.0,0.0,HG=F
2020-01-07,2.8010001182556152,2.806999921798706,2.8010001182556152,2.803999900817871,2.803999900817871,261.0,1.55,258.906,1.0,1.0,0.0,HG=F
2020-01-08,2.7869999408721924,2.819000005722046,2.7804999351501465,2.819000005722046,2.819000005722046,394.0,1.55,258.906,1.0,1.0,0.0,HG=F
2020-01-09,2.825500011444092,2.825500011444092,2.8010001182556152,2.810499906539917,2.810499906539917,208.0,1.55,258.906,1.0,1.0,0.0,HG=F
2020-01-10,2.809999942779541,2.8259999752044678,2.801500082015991,2.81850004196167,2.81850004196167,364.0,1.54,258.906,1.0,1.0,0.0,HG=F
2020-01-11,2.809999942779541,2.8259999752044678,2.801500082015991,2.81850004196167,2.81850004196167,364.0,1.54,258.906,1.0,1.0,0.0,HG=F
2020-01-12,2.809999942779541,2.8259999752044678,2.801500082015991,2.81850004196167,2.81850004196167,364.0,1.54,258.906,1.0,1.0,0.0,HG=F
2020-01-13,2.861999988555908,2.861999988555908,2.8554999828338623,2.8615000247955322,2.8615000247955322,247.0,1.54,258.906,1.0,1.0,0.0,HG=F
2020-01-14,2.8575000762939453,2.875999927520752,2.8575000762939453,2.875999927520752,2.875999927520752,292.0,1.54,258.906,1.0,1.0,0.0,HG=F
2020-01-15,2.8610000610351562,2.869999885559082,2.8485000133514404,2.869999885559082,2.869999885559082,288.0,1.54,258.906,1.0,1.0,0.0,HG=F
2020-01-16,2.8545000553131104,2.8554999828338623,2.8459999561309814,2.8519999980926514,2.8519999980926514,237.0,1.54,258.906,1.0,1.0,0.0,HG=F
2020-01-17,2.8570001125335693,2.8575000762939453,2.8494999408721924,2.8494999408721924,2.8494999408721924,298.0,1.55,258.906,1.0,1.0,0.0,HG=F
2020-01-18,2.8570001125335693,2.8575000762939453,2.8494999408721924,2.8494999408721924,2.8494999408721924,298.0,1.55,258.906,1.0,1.0,0.0,HG=F
2020-01-19,2.8570001125335693,2.8575000762939453,2.8494999408721924,2.8494999408721924,2.8494999408721924,298.0,1.55,258.906,1.0,1.0,0.0,HG=F
2020-01-20,2.8570001125335693,2.8575000762939453,2.8494999408721924,2.8494999408721924,2.8494999408721924,298.0,1.55,258.906,1.0,1.0,0.0,HG=F
2020-01-21,2.809000015258789,2.813499927520752,2.7985000610351562,2.7985000610351562,2.7985000610351562,401.0,1.55,258.906,1.0,1.0,0.0,HG=F
2020-01-22,2.80049991607666,2.802999973297119,2.7669999599456787,2.7669999599456787,2.7669999599456787,309.0,1.55,258.906,1.0,1.0,0.0,HG=F
2020-01-23,2.757999897003174,2.757999897003174,2.7184998989105225,2.7260000705718994,2.7260000705718994,291.0,1.55,258.906,1.0,1.0,0.0,HG=F
2020-01-24,2.7230000495910645,2.7230000495910645,2.678999900817871,2.685499906539917,2.685499906539917,359.0,1.55,258.906,2.0,1.0,1.0,HG=F
2020-01-25,2.7230000495910645,2.7230000495910645,2.678999900817871,2.685499906539917,2.685499906539917,359.0,1.55,258.906,2.0,1.0,1.0,HG=F
2020-01-26,2.7230000495910645,2.7230000495910645,2.678999900817871,2.685499906539917,2.685499906539917,359.0,1.55,258.906,5.0,1.0,4.0,HG=F
2020-01-27,2.5964999198913574,2.5964999198913574,2.5964999198913574,2.5964999198913574,2.5964999198913574,462.0,1.55,258.906,5.0,1.0,4.0,HG=F
2020-01-28,2.5840001106262207,2.5915000438690186,2.5794999599456787,2.5794999599456787,2.5794999599456787,381.0,1.55,258.906,5.0,1.0,4.0,HG=F
2020-01-29,2.5859999656677246,2.5859999656677246,2.553499937057495,2.553499937057495,2.553499937057495,727.0,1.55,258.906,6.0,1.0,5.0,HG=F
2020-01-30,2.563999891281128,2.564500093460083,2.5234999656677246,2.5234999656677246,2.5234999656677246,830.0,1.6,258.906,6.0,1.0,5.0,HG=F
2020-01-31,2.5280001163482666,2.5299999713897705,2.509000062942505,2.5199999809265137,2.5199999809265137,511.0,1.59,258.906,8.0,1.0,7.0,HG=F
2020-02-01,2.5280001163482666,2.5299999713897705,2.509000062942505,2.5199999809265137,2.5199999809265137,511.0,1.59,259.246,8.0,1.0,7.0,HG=F
2020-02-02,2.5280001163482666,2.5299999713897705,2.509000062942505,2.5199999809265137,2.5199999809265137,511.0,1.59,259.246,8.0,1.0,7.0,HG=F
2020-02-03,2.5230000019073486,2.5230000019073486,2.508500099182129,2.513000011444092,2.513000011444092,860.0,1.59,259.246,11.0,1.0,10.0,HG=F
2020-02-04,2.552000045776367,2.565500020980835,2.5409998893737793,2.547499895095825,2.547499895095825,265.0,1.59,259.246,11.0,1.0,10.0,HG=F
2020-02-05,2.563499927520752,2.5894999504089355,2.563499927520752,2.5789999961853027,2.5789999961853027,240.0,1.59,259.246,11.0,1.0,10.0,HG=F
2020-02-06,2.5899999141693115,2.6040000915527344,2.5899999141693115,2.5985000133514404,2.5985000133514404,306.0,1.59,259.246,12.0,1.0,11.0,HG=F
2020-02-07,2.561000108718872,2.562999963760376,2.555000066757202,2.559000015258789,2.559000015258789,236.0,1.58,259.246,12.0,1.0,11.0,HG=F
2020-02-08,2.561000108718872,2.562999963760376,2.555000066757202,2.559000015258789,2.559000015258789,236.0,1.58,259.246,12.0,1.0,11.0,HG=F
2020-02-09,2.561000108718872,2.562999963760376,2.555000066757202,2.559000015258789,2.559000015258789,236.0,1.58,259.246,12.0,1.0,11.0,HG=F
2020-02-10,2.5510001182556152,2.566499948501587,2.5510001182556152,2.557499885559082,2.557499885559082,386.0,1.58,259.246,12.0,1.0,11.0,HG=F
