Date,Confirmed,Deaths,Active
2022-09-24,96043688,1056358,94987330
2022-09-25,96050433,1056376,94994057
2022-09-26,96095985,1056741,95039244
2022-09-27,96157033,1057193,95099840
2022-09-28,96243578,1058461,95185117
2022-09-29,96328114,1059187,95268927
2022-09-30,96361678,1059507,95302171
2022-10-01,96369724,1059542,95310182
2022-10-02,96375608,1059560,95316048
2022-10-03,96417095,1059851,95357244
2022-10-04,96472453,1060356,95412097
2022-10-05,96543831,1061382,95482449
2022-10-06,96604796,1062009,95542787
2022-10-07,96663130,1062409,95600721
2022-10-08,96670971,1062461,95608510
2022-10-09,96676610,1062473,95614137
2022-10-10,96699681,1062608,95637073
2022-10-11,96760525,1063218,95697307
2022-10-12,96825225,1063988,95761237
2022-10-13,96888844,1064579,95824265
2022-10-14,96915918,1064910,95851008
2022-10-15,96922004,1064952,95857052
2022-10-16,96928820,1064963,95863857
2022-10-17,96967772,1065300,95902472
2022-10-18,97011435,1065737,95945698
2022-10-19,97072134,1066447,96005687
2022-10-20,97129565,1067052,96062513
2022-10-21,97175689,1067633,96108056
2022-10-22,97181178,1067656,96113522
2022-10-23,97189814,1067668,96122146
2022-10-24,97229198,1067877,96161321
2022-10-25,97273000,1068312,96204688
2022-10-26,97344540,1069412,96275128
2022-10-27,97403880,1070006,96333874
2022-10-28,97434321,1070198,96364123
2022-10-29,97443447,1070235,96373212
2022-10-30,97446879,1070244,96376635
2022-10-31,97491846,1070376,96421470
2022-11-01,97540814,1070821,96469993
2022-11-02,97614852,1071544,96543308
2022-11-03,97685695,1072189,96613506
2022-11-04,97724406,1072544,96651862
2022-11-05,97729710,1072577,96657133
2022-11-06,97737841,1072597,96665244
2022-11-07,97778514,1072731,96705783
2022-11-08,97809969,1072952,96737017
2022-11-09,97907293,1073860,96833433
2022-11-10,97973635,1074452,96899183
2022-11-11,97986819,1074508,96912311
2022-11-12,97992088,1074513,96917575
2022-11-13,97994731,1074526,96920205
2022-11-14,98045142,1074780,96970362
2022-11-15,98105019,1075182,97029837
2022-11-16,98189764,1075982,97113782
2022-11-17,98243862,1076510,97167352
2022-11-18,98299460,1077020,97222440
2022-11-19,98304478,1077043,97227435
2022-11-20,98308425,1077063,97231362
2022-11-21,98352945,1077274,97275671
2022-11-22,98409266,1077840,97331426
2022-11-23,98522698,1078826,97443872
2022-11-24,98539023,1079015,97460008
2022-11-25,98561352,1079169,97482183
2022-11-26,98564651,1079183,97485468
2022-11-27,98570599,1079196,97491403
2022-11-28,98632925,1079494,97553431
2022-11-29,98700385,1079906,97620479
2022-11-30,98813400,1080466,97732934
2022-12-01,98904029,1081153,97822876
2022-12-02,98968415,1081465,97886950
2022-12-03,98975552,1081494,97894058
2022-12-04,98981119,1081505,97899614
2022-12-05,99038945,1081728,97957217
2022-12-06,99133959,1082333,98051626
2022-12-07,99279412,1083338,98196074
2022-12-08,99378688,1084230,98294458
2022-12-09,99415297,1084429,98330868
2022-12-10,99422565,1084462,98338103
2022-12-11,99428962,1084473,98344489
2022-12-12,99488642,1084701,98403941
2022-12-13,99582454,1085296,98497158
2022-12-14,99731156,1086179,98644977
2022-12-15,99843780,1087000,98756780
2022-12-16,99898835,1087425,98811410
2022-12-17,99905916,1087451,98818465
2022-12-18,99911987,1087473,98824514
2022-12-19,99972811,1087755,98885056
2022-12-20,100054789,1088341,98966448
2022-12-21,100236957,1089383,99147574
2022-12-22,100333145,1089979,99243166
2022-12-23,100372381,1090186,99282195
2022-12-24,100378903,1090208,99288695
2022-12-25,100382117,1090223,99291894
2022-12-26,100394549,1090252,99304297
2022-12-27,100505484,1090608,99414876
2022-12-28,100618828,1091598,99527230
2022-12-29,100722818,1092522,99630296
2022-12-30,100757296,1092738,99664558
2022-12-31,100765248,1092764,99672484
2023-01-01,100769543,1092779,99676764
2023-01-02,100777853,1092801,99685052
2023-01-03,100890152,1093208,99796944
2023-01-04,101088268,1094493,99993775
2023-01-05,101196118,1095335,100100783
2023-01-06,101261306,1095789,100165517
2023-01-07,101267161,1095815,100171346
2023-01-08,101272871,1095832,100177039
2023-01-09,101315882,1096132,100219750
2023-01-10,101399167,1097024,100302143
2023-01-11,101538785,1098854,100439931
2023-01-12,101603765,1099574,100504191
2023-01-13,101637080,1099954,100537126
2023-01-14,101642365,1100006,100542359
2023-01-15,101645683,1100023,100545660
2023-01-16,101653200,1100068,100553132
2023-01-17,101734455,1100812,100633643
2023-01-18,101863085,1102393,100760692
2023-01-19,101954273,1103712,100850561
2023-01-20,101991792,1104154,100887638
2023-01-21,101996920,1104178,100892742
2023-01-22,102000208,1104191,100896017
2023-01-23,102031261,1104505,100926756
2023-01-24,102086995,1105308,100981687
2023-01-25,102189303,1106676,101082627
2023-01-26,102253419,1107559,101145860
2023-01-27,102270340,1107661,101162679
2023-01-28,102274935,1107676,101167259
2023-01-29,102278427,1107690,101170737
2023-01-30,102307558,1107918,101199640
2023-01-31,102362900,1108688,101254212
2023-02-01,102479408,1109996,101369412
2023-02-02,102561083,1111159,101449924
2023-02-03,102599955,1111679,101488276
2023-02-04,102604151,1111696,101492455
2023-02-05,102607114,1111698,101495416
2023-02-06,102631614,1111890,101519724
2023-02-07,102677253,1112362,101564891
2023-02-08,102760926,1113429,101647497
2023-02-09,102842908,1114385,101728523
2023-02-10,102855101,1114492,101740609
2023-02-11,102859510,1114529,101744981
2023-02-12,102862879,1114537,101748342
2023-02-13,102886005,1114709,101771296
2023-02-14,102934224,1115160,101819064
2023-02-15,103023231,1115741,101907490
2023-02-16,103083910,1116851,101967059
2023-02-17,103131898,1117572,102014326
2023-02-18,103134605,1117589,102017016
2023-02-19,103136077,1117590,102018487
2023-02-20,103138119,1117663,102020456
2023-02-21,103198669,1118025,102080644
2023-02-22,103308832,1118886,102189946
2023-02-23,103365511,1119521,102245990
2023-02-24,103378408,1119573,102258835
2023-02-25,103381157,1119587,102261570
2023-02-26,103382763,1119588,102263175
2023-02-27,103399827,1119582,102280245
2023-02-28,103443455,1119917,102323538
2023-03-01,103533872,1120897,102412975
2023-03-02,103589757,1121658,102468099
2023-03-03,103648690,1122165,102526525
2023-03-04,103650837,1122172,102528665
2023-03-05,103646975,1122134,102524841
2023-03-06,103655539,1122181,102533358
2023-03-07,103690910,1122516,102568394
2023-03-08,103755771,1123246,102632525
2023-03-09,103802702,1123836,102678866
